species_code,spawn_gradient_max,spawn_channel_width_min,spawn_channel_width_max,spawn_mad_min,spawn_mad_max,rear_gradient_max,rear_channel_width_min,rear_channel_width_max,rear_mad_min,rear_mad_max,rear_lake_ha_min
CH,,,,,,,,,,,
