watershed_feature_id,map
9670488,364.72796935
7653630,365.21348315
9708748,367.33693772
9700834,367.0
9958786,364.21618563
7653669,366.40372671
9718268,377.97418631
9700822,365.58135444
9712906,377.40754717
9712973,376.34494774
8089796,390.94564103
9708751,474.89224138
9717875,388.07628129
8089643,412.13121743
8036685,400.36630603
9710932,450.13157895
7645531,458.5
9713027,468.86363636
9713377,377.54953429
9705118,385.60367171
9709351,413.06299213
9716696,362.96828358
9701084,386.25
9715027,365.57012195
7645481,434.0
9713156,411.26180258
9716588,491.703125
9718074,411.02349979
9703151,417.42329545
9711469,487.44827586
9713506,456.00615385
9706375,487.52105263
9708433,373.15242494
9958904,418.98873874
9711420,372.85764499
9707898,369.54216867
9701792,365.27640449
9959096,365.71287594
9718168,375.97333333
9709986,376.17073171
9713840,379.2455516
9702383,386.509375
8088989,437.3671013
7645482,434.0
9707582,415.06411398
9718149,415.03603604
9714069,376.04081633
9710676,450.66559486
9709580,415.39145729
9700926,395.86784141
9702443,370.90764331
9702355,387.0
9715251,375.13356164
9711612,367.43498818
9959393,389.17477477
7639276,392.93589744
9703645,449.28571429
9704456,417.69160998
9706911,400.42028986
9959007,371.29347826
9708024,405.99553903
9960099,408.58261312
9702225,380.0995671
9700991,462.0
9703003,377.75724638
9713059,373.3591623
9705954,426.36739974
9959193,376.98060942
9716635,375.85714286
9958856,378.31066176
7639277,395.73737374
9702410,380.8698336
8278347,407.31543168
9708647,415.60597572
7645712,399.0
7751003,460.0
7792280,460.33962264
9709217,461.20204082
9717805,475.12831858
9959899,386.19490255
9717661,401.0
9704178,445.93535076
9704129,420.72588055
9959796,442.30756303
9706215,481.11740891
9700495,370.63464837
9713723,373.7829653
7651145,377.58333333
7639329,382.0
7651144,378.0
9960029,376.26324153
9959918,378.95376016
9710977,368.26345609
9959683,395.8447205
9704987,478.41001267
9705355,
9714591,446.629853
9713026,384.18855932
9702039,415.45454545
9700471,451.0
9705759,450.62686567
8303111,449.16961652
9717446,450.06315266
9702486,392.99186992
9712008,471.81818182
9711152,466.63190184
9707963,461.5
7653730,366.27142857
9958646,366.45425617
7653703,365.88405797
7893757,360.34319717
7894135,376.16271638
7645144,358.0
9713979,366.24561404
9713779,370.62724138
7893758,374.31417625
7653608,372.19130435
7653638,358.80434783
7645145,358.04166667
7653708,368.52815013
7653626,365.04302926
7653732,359.6981982
7653712,376.71875
9701214,379.6326087
7653667,365.70224719
9839646,376.09302326
9711509,364.39516129
9706931,369.1372549
9708442,413.80463576
9700534,383.85245902
9712183,387.06140351
9709856,390.65677966
9700797,411.28881988
9717445,431.45714286
7651091,398.25
9716384,451.125
9715043,504.23655914
9716259,507.18238994
9704826,403.12
9701501,496.44908616
9713450,499.08333333
9712765,501.6
9712938,407.03968254
9703353,493.5
9701972,404.74358974
9702640,464.80148148
9712374,463.32780083
8845101,393.05128205
9707415,504.91463415
9708831,434.31011097
9960106,443.25947282
9700901,404.8
7645711,398.0
9702147,438.41522491
9708859,454.26903553
9704723,473.63636364
9701434,456.81069042
9709904,458.09803922
9709563,451.58426966
9939909,461.92307692
9711020,482.31796117
9715085,496.01152738
9708353,367.00877193
9959336,396.65975104
9716001,464.37323944
9700946,469.23412698
9701788,452.52280311
9709092,475.47817048
9708669,452.40740741
7645397,389.4
7645398,389.14285714
9705169,384.67587527
9708600,372.94901961
9710478,374.35483871
9707481,375.02673797
9701431,373.11210762
9704525,362.72634271
9715073,402.79891304
7639292,437.0
7639291,437.0
8088816,428.4148773
9708352,438.89873418
9708234,443.67889908
9714811,365.78921569
9703518,390.2088267
9703140,374.99698795
9709343,403.15745394
9701515,384.20192308
9959378,386.8914885
9714516,411.10154346
9708782,376.2031746
9710911,375.7752809
9713430,373.76661198
9705973,366.875
9704027,370.57142857
9703566,462.43902439
9709326,446.47400442
9710691,449.4
9709513,366.14204545
9959334,376.67245538
9711031,373.75081967
9712041,499.22177419
9708042,403.41584158
9708206,452.74528302
9709094,391.80266075
9718081,394.23255814
9959866,392.40377358
9703951,409.57957958
7645530,459.5
9715229,489.14479638
9701943,368.07334711
9712220,373.94471744
7639331,
9701251,389.44021739
9470828,399.16764706
9710682,492.80408654
7639279,397.56980057
9709741,464.08928571
7639278,393.72121212
9708207,375.0
9959973,395.42312579
9703670,387.18785579
9712076,414.7769595
9701837,382.44650379
9959600,365.09184845
9707484,371.71875
9703956,392.46658663
9713857,372.82119205
9705713,379.42053571
9743999,968.09782609
9740992,948.97371082
9747729,937.55527638
9703694,541.39035088
9702422,553.0391791
9713107,919.7376161
9713455,566.86757426
9715298,512.21757322
9714051,870.85622318
9711444,573.39601538
9715568,689.63154362
9716332,901.73513514
9708103,628.37240076
9708546,556.98198198
9712192,671.45396146
9717751,723.33333333
9700907,771.18217054
9707027,528.44721689
9701761,823.75
9709586,733.71111111
9707517,780.10223048
9705282,733.73317865
9704727,
9715912,858.8
9706936,856.31620553
9702959,895.19574468
9713394,865.26706231
9717755,609.02114428
9714967,717.99333333
9706265,520.03408267
9717596,517.48601864
9700908,524.27198444
9711303,551.3427065
9717143,909.58395522
9713465,619.51230425
9705197,567.84644731
9709644,766.91629956
9700687,531.91377778
9713581,548.20588235
9716229,549.25316456
9703844,551.99111111
9939891,676.03164817
9959677,929.0
9705649,734.27584564
9958930,757.96208969
7645522,518.0
9714943,518.92439863
9709144,544.18994044
9704811,507.5
9939978,511.46354245
9712781,818.22115385
9700489,824.33486239
9702359,509.97258486
7653646,515.63120567
7653720,513.41355932
9964677,522.02678571
9963643,515.56962617
7653728,499.65806452
9707857,512.87368421
9702214,513.84076433
7653713,511.84067797
10121906,541.22018349
10130926,541.93341121
10123661,550.33047945
9701110,759.5
9705656,793.91772152
9711946,882.38108108
9703513,550.48254932
9714889,870.51327434
9709174,527.47914318
9710843,568.28233151
9710152,543.79850746
9703802,666.21914358
9707855,607.52751733
7645523,518.5
8215343,518.42857143
9711336,531.40139211
9710896,767.75460123
9716849,635.94822006
9707812,671.83221477
9707757,677.56024096
9703721,716.33653846
9701357,735.40909091
9711682,813.17256637
9709414,789.12087912
9711311,793.60837438
9709983,822.88330871
9717516,918.4244186
9705023,911.54038997
9710636,945.55405405
9705317,765.57761733
9704786,505.14285714
9701530,512.94995045
7743826,521.28826764
9717290,516.85294118
9708237,515.92307692
9716701,517.39719626
9718056,514.43989604
9718094,513.22680412
9706788,534.62614679
9708801,547.67738589
9713907,557.68115942
9718232,648.64421053
9701670,557.48441926
9713074,553.47115385
9710220,514.3671199
9959151,552.41195652
9701428,558.02801724
9708018,525.33106576
9712690,511.79755435
9958606,512.90262669
9710369,516.5
9716339,555.60032362
9716088,517.10016978
8742227,511.50909091
8095994,531.23011734
9703809,511.89090909
9704689,514.44329897
7849466,598.13844068
9711206,765.01724138
9702676,558.603125
9712511,553.82722513
9713423,570.16685979
9701414,568.61390374
9713235,513.86661189
9704226,525.2
9710955,602.86270872
9700392,618.51612903
9714859,522.47701149
9711470,569.67083608
9714251,543.8424015
9701936,691.00546448
9709674,693.38501027
9710566,687.28358209
9711095,717.42268041
9714133,641.10666667
9705088,684.91538462
9717570,554.66003317
7645565,523.0
9704346,545.66926899
9712371,754.28104575
9702391,538.64418938
9958844,512.48219442
9716389,765.70652174
9709976,512.34615385
9715449,704.13043478
9717065,792.16356108
9714835,513.27400337
9705869,541.15300546
9703649,707.31428571
9711966,618.32113821
9704330,550.84719864
9703648,550.98998331
9716846,518.9916318
9704772,582.33157895
7645452,561.72340426
7645453,563.42168675
9715267,634.06557377
9711881,886.46875
7653619,499.72727273
7893759,507.79095491
9963791,513.47826087
7909407,510.86836735
9561996,521.3649635
7653685,507.49014085
9963757,516.46698113
8796366,516.72289157
7653699,502.2745098
8785809,505.51851852
9717764,517.03452381
9958897,514.46087564
9959113,516.53536068
8206028,516.0
9709790,517.62145499
9714932,514.57345713
9959321,514.71472393
9701611,548.13602941
9713760,553.06785714
9701974,760.6432821
9711510,537.25689405
9715797,544.01656754
9715068,541.03786575
9709157,650.40886347
9701564,555.20408163
9710263,595.58611482
9709584,550.11886587
9963576,515.36177474
9700496,511.66666667
7653635,512.7768595
7653684,502.76231884
9958655,514.42774128
7645675,517.0
7651130,516.0
9700921,515.0
9712570,514.04761905
7645677,
7645670,514.0
7651132,516.0
7645669,514.0
9710430,733.7359491
9706968,935.26732673
9714272,537.13953488
7849309,561.34534583
9958870,514.98369099
9710921,859.66019417
9712291,661.09493671
9714582,797.38157895
9706465,898.04166667
9701322,746.83842795
9707149,855.27761194
9710192,515.53696498
9711608,837.37969095
9712182,
9959835,514.59146341
9718068,735.96403712
9706241,696.4265233
9704004,890.32
9705868,705.625
9708722,871.08192771
9705770,924.92105263
9710351,764.83870968
9958604,963.60186263
9711162,936.23432343
9707256,969.65510597
9714567,888.43617998
10133616,553.13207547
10134355,539.56071152
10122863,827.66666667
9716942,884.45412844
9705296,872.66666667
9711927,813.44186047
9704747,806.06707317
9700588,817.52054795
9715558,841.19298246
9715731,899.46341463
9709730,901.0
9703357,905.28985507
9705410,872.17037037
9714543,899.47761194
9700842,765.55050505
9711359,866.85436893
9706054,886.2
9711874,794.13636364
9702688,772.44971537
9703656,793.01590457
9703456,
9713899,826.04285714
9703889,827.70140845
9712890,826.38274336
9702065,834.64705882
9705146,801.9851632
9701695,760.02985075
9711232,725.63135593
9712234,813.29347826
9710986,796.24025974
9706133,821.83539095
9710940,815.27755102
9703072,823.01041667
9959720,871.28063241
9701116,800.63694268
9710776,800.17948718
9714992,802.33333333
9701562,837.03191489
9960077,882.5210084
9959590,857.2109375
9711312,721.675
9706153,815.0
9710273,784.99082569
9717152,748.2625
9701039,807.63636364
9704461,814.96460177
9701035,802.15833333
9681294,785.60159817
9680307,855.8757764
10132957,897.75539568
10128593,914.33333333
9742808,558.55765921
9744367,607.7471374
10366746,445.75600384
9939719,444.89393258
9710914,422.07329843
10122787,518.56728912
10121637,655.90921596
7645676,517.0
7651131,516.0
10133216,763.36780105
10133488,783.95393474
9701618,595.88235294
9715106,695.39401198
9711660,673.95990566
9709007,664.93076923
9706648,648.76190476
9712331,705.38163265
9704687,738.58081824
9715138,801.28571429
9704262,760.13471503
9716104,
9704890,626.48024691
9706357,729.91135734
9710900,600.8531746
9716473,644.2172973
9702628,
9703391,723.11715481
9717544,658.35294118
9712163,584.22727273
9702150,588.58333333
9714815,606.74468085
9705387,679.925
9714132,649.50547046
9701718,597.8375
9709825,779.23239437
9713048,749.22727273
9703654,658.37944664
9702965,600.53220339
9715948,588.6
9708091,622.87476751
9713957,694.54615385
9716439,704.11661166
9716541,673.14953271
9711620,744.55
9717830,613.83903134
9712533,742.39050791
9709480,690.34090909
9703526,628.11675824
9715024,666.28088427
9710278,482.25910931
10130884,500.74498229
10128629,535.19491525
9712773,651.48377581
9704207,601.32
9713239,801.0
9702119,782.9335443
9712366,549.5
9703646,680.14814815
9704142,542.7
9705148,700.00273224
9711059,683.2010582
9711908,892.93146417
9705979,540.96741855
9701326,552.22733612
9716686,682.57220413
9959206,670.07983623
9704649,805.55
9709231,747.2137931
9710022,701.60786106
9711314,657.45736434
9715887,753.53727902
9701765,547.80882353
9959905,585.17561684
9958851,586.18526316
9959919,710.8869908
9939732,850.27663551
9707745,812.41847826
9701753,850.3539823
9708305,514.68421053
9707281,766.63218391
9701106,523.93942857
9705085,785.22206506
9711334,753.67625899
9701514,808.11111111
9717625,765.9255814
9710627,798.49714286
9702466,761.66666667
9714711,765.13953488
9712729,848.475
9714299,925.73509934
9707202,832.375
9708528,533.35217391
9717285,687.31097561
9717879,716.31958763
9709657,857.51515152
9959302,748.22910217
9716311,715.78380865
8276442,650.40482234
9959125,704.47804266
9703161,681.85826772
9712269,921.8496732
9715066,763.69240669
9959232,818.90740741
9701371,900.33333333
9704774,836.83333333
9708952,877.56216216
9701597,875.86636829
9712469,679.44444444
9709244,692.57654076
9701583,754.57831325
9700678,735.28985507
9939947,734.86278027
9705364,690.58950617
9710092,778.05511811
9711228,705.85321101
9958753,742.28322981
9701685,777.3589404
9702742,705.08333333
9712068,708.76
9714557,782.08888889
9700930,806.46710526
9701870,854.52702703
9701261,564.83185841
9705683,689.0
9958909,695.03574034
9707587,693.40131579
9714683,699.11206897
9716996,734.33949192
9702620,617.3697479
9712329,580.08783784
9959352,638.86694291
9714255,794.0
9700667,593.96
9704628,553.47311828
9706720,609.15789474
9702708,707.58640777
9702811,829.20155039
9716880,819.25561313
9712913,852.21052632
9717986,601.40540541
9939827,533.38859607
9701736,
7645655,703.44827586
9741341,616.91700904
9965536,663.70016077
8030992,494.65306122
9747922,924.3650546
9677263,767.69642857
10728255,765.46341463
9677601,758.59090909
9956545,757.0445269
10425227,708.69370861
10424489,706.7195122
8913774,745.58333333
10426649,755.06147541
10424127,754.11904762
9704947,477.6302521
9959476,433.61136364
9702068,518.17021277
9703104,467.72557173
9716178,462.67713787
9716734,439.40217391
9718063,455.89617486
9715040,532.22131148
9705637,592.79108635
9708786,550.99230769
7743350,738.02333932
9708773,679.7
9717598,717.16346154
9959274,733.28231293
9703827,701.88359788
9700798,665.05722892
9708535,530.36337209
9707342,533.51401869
9710760,634.54567023
9710486,569.78684531
9716221,493.44
9939785,402.34876447
9701659,476.92702703
9959238,392.55728242
9716182,493.51683168
9703025,487.40692641
9713016,484.36734694
9939941,497.59640103
9712367,517.63013699
7645598,528.75
9701627,487.77835052
9705883,469.83745583
7661315,721.43670886
9714980,724.36538462
9712073,519.25
9706374,595.0
9714011,569.69565217
9715286,456.46153846
9707527,711.08888889
9705171,696.3502994
9717380,621.2211838
9708967,608.14583333
9959432,604.05263158
9703027,542.90419162
9709564,719.79310345
9705090,555.92063492
9701517,605.55333333
9702501,719.92270531
9716103,568.26901874
9706915,702.77623762
9703042,569.14368011
9713741,410.99242424
9708324,562.76864865
9709693,436.32377049
9717738,455.75
9709072,477.5107084
9702016,502.13878223
8278651,530.0
9704495,535.24295775
9704814,509.49829352
9714491,
9707467,581.6956229
9701189,557.38489536
9710158,613.22077922
9705196,702.1372549
9704623,534.20667727
9713129,435.17894737
9709367,387.03090333
9708942,722.19047619
9702211,571.25110132
9703525,546.82644628
9960075,384.7
9710303,438.1509434
9716897,528.4375
9702465,524.72005571
9708281,447.16666667
9709185,478.23606557
9705566,472.5
9704977,734.78846154
9718259,674.58757062
9718103,541.1722488
9708221,546.16438356
9706649,570.0952381
9701816,456.01869159
9712976,533.40096618
9714822,426.75129534
9701038,598.11948529
9702529,544.276
9707246,490.7726421
9958919,385.44843049
9939755,412.63786008
9712541,501.11724138
9704001,537.11832061
9700650,421.3433526
