stream_crossing_id,modelled_crossing_id,linear_feature_id,watershed_group_code,reviewer,notes
58049,1803268,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58050,1805050,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58051,1804446,NA,BULK,NJO,Matched to closest stream model (Manual Review)
58052,1804751,NA,BULK,NJO,Matched to closest stream model (Manual Review)
58053,1801582,NA,BULK,NA,NA
58054,1801560,NA,BULK,NA,NA
58055,NA,NA,BULK,NA,NA
58056,1801601,NA,BULK,NA,NA
58057,1805277,NA,BULK,NA,NA
58058,1805278,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58059,1805276,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58060,1805275,NA,BULK,NA,NA
58061,1805280,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58062,1805271,NA,BULK,NA,NA
58063,1802405,NA,BULK,NA,NA
58064,1802405,NA,BULK,NJO,Matched to closest stream model (Manual Review)
58065,1804830,NA,BULK,NA,NA
58066,1800348,NA,BULK,NA,NA
58067,1803245,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58068,1800349,NA,BULK,NA,NA
58069,1801700,NA,BULK,NA,NA
58070,1800412,NA,BULK,NA,NA
58071,1803309,NA,BULK,NA,NA
58072,1800037,NA,BULK,NA,NA
58073,1800345,NA,BULK,NJO,Matched to closest stream model (Manual Review)
58074,1803203,NA,BULK,NA,NA
58075,1801566,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58076,1803989,NA,BULK,NA,NA
58077,NA,17036291,BULK,NA,NA
58078,1805273,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58079,NA,NA,BULK,NA,NA
58080,1805274,NA,BULK,NA,NA
58081,1805999,NA,BULK,NJO,Matched to closest stream model (Manual Review)
58082,1801914,NA,BULK,NA,NA
58083,1805143,NA,BULK,NA,NA
58084,1801865,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58085,1805925,NA,BULK,NA,NA
58086,1805924,NA,BULK,NA,NA
58087,NA,NA,BULK,NJO,Not on a modelled crossing
58088,1806055,NA,BULK,NA,NA
58089,1806054,NA,BULK,NJO,Matched to closest stream model (Manual Review)
58090,1806054,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58091,1802365,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58092,1806232,NA,BULK,NA,NA
58093,1805144,NA,BULK,NA,NA
58094,1801631,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58095,1801562,NA,BULK,NA,NA
58096,1805282,NA,BULK,NA,NA
58097,1802501,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58098,1802502,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58099,1805023,NA,BULK,NJO,Matched to closest stream model (Manual Review)
58100,NA,17091569,BULK,NA,NA
58101,NA,17087507,BULK,NA,NA
58102,1806122,NA,BULK,NA,NA
58103,NA,17089837,BULK,NA,NA
58104,1803836,NA,BULK,NA,NA
58105,NA,NA,BULK,NA,NA
58106,1800771,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58107,1800844,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58108,1800677,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58109,1800724,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58110,1801935,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58111,NA,17078390,BULK,NA,NA
58112,1800715,NA,BULK,NJO,Matched to closest stream model (Manual Review)
58113,1800714,NA,BULK,NA,NA
58114,1800713,NA,BULK,NA,NA
58115,1800716,NA,BULK,NA,NA
58116,1801948,NA,BULK,NA,NA
58117,1801947,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58118,1801946,NA,BULK,NA,NA
58119,1800686,NA,BULK,NA,NA
58120,1801437,NA,BULK,NA,NA
58121,1801465,NA,BULK,NJO,Matched to closest stream model (Manual Review)
58122,1801466,NA,BULK,NJO,Matched to closest stream model (Manual Review)
58124,1801438,NA,BULK,NJO,Matched to closest stream model (Manual Review)
58125,NA,NA,BULK,NA,NA
58126,NA,17042020,BULK,NA,NA
58127,1804707,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58128,NA,NA,BULK,NA,NA
58129,NA,NA,BULK,NA,NA
58130,1804709,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58131,1804708,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58132,1803946,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58133,1804855,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58134,NA,NA,BULK,NA,NA
58135,1804853,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58136,1805008,NA,BULK,NJO,Matched to closest stream model (Manual Review)
58137,1805009,NA,BULK,NJO,Matched to closest stream model (Manual Review)
58138,1801547,NA,BULK,NA,NA
58139,1801431,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58140,1804750,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58141,1801493,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58142,NA,17037916,BULK,NA,NA
58143,1801490,NA,BULK,NA,NA
58144,1801593,NA,BULK,NA,NA
58145,NA,NA,BULK,NA,NA
58146,1801588,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58147,1801473,NA,BULK,NA,NA
58148,1801596,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58149,1804639,NA,BULK,NA,NA
58150,1801869,NA,BULK,NJO,Matched to closest stream model (Manual Review)
58151,1802775,NA,BULK,NA,NA
58152,1800283,NA,BULK,NA,NA
58153,1801406,NA,BULK,NA,NA
58154,1800112,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58155,1802784,NA,BULK,NA,NA
58156,1802838,NA,BULK,NA,NA
58157,1802777,NA,BULK,NA,NA
58158,1800275,NA,BULK,NA,NA
58159,1802236,NA,BULK,NA,NA
58160,1800284,NA,BULK,NA,NA
58161,1800274,NA,BULK,NA,NA
58162,1800147,NA,BULK,NA,NA
58163,24703649,NA,BULK,NA,NA
58164,1804206,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58180,1803363,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58181,1803364,NA,BULK,NA,NA
58182,1803361,NA,BULK,NJO,Matched to closest stream model (Manual Review)
58183,1801012,NA,BULK,NJO,Matched to closest stream model (Manual Review)
58184,1802354,NA,BULK,NA,NA
58185,1803909,NA,BULK,NA,NA
58186,1802214,NA,BULK,NA,NA
58187,1803246,NA,BULK,NA,NA
58188,1802357,NA,BULK,NA,NA
58189,1803333,NA,BULK,NA,NA
58190,1805265,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58191,1804041,NA,BULK,NA,NA
58192,1803873,NA,BULK,NJO,Matched to closest stream model (Manual Review)
58193,1803782,NA,BULK,NA,NA
58194,1803783,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58195,1802296,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58196,1802197,NA,BULK,NA,NA
58197,1802198,NA,BULK,NA,NA
58198,1802356,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58199,1802355,NA,BULK,NA,NA
58201,1803244,NA,BULK,NA,NA
58202,1801634,NA,BULK,NA,NA
58203,1803238,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58205,1803180,NA,BULK,NA,NA
58206,1801630,NA,BULK,NA,NA
58207,1801632,NA,BULK,NA,NA
58208,1801613,NA,BULK,NA,NA
58209,1803203,NA,BULK,NA,NA
58210,1801550,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58211,1801549,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58212,1803236,NA,BULK,NA,NA
58213,1800011,NA,BULK,NA,NA
58214,1803234,NA,BULK,NA,NA
58215,1803235,NA,BULK,NA,NA
58216,1803206,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58217,1803207,NA,BULK,NA,NA
58218,1803204,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58219,NA,NA,BULK,NA,NA
58220,NA,NA,BULK,NA,NA
58221,1803132,NA,BULK,NA,NA
58222,1801590,NA,BULK,NA,NA
58223,1801565,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58224,1805227,NA,BULK,NA,NA
58225,1803208,NA,BULK,NA,NA
58226,1803210,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58227,1803209,NA,BULK,NJO,Matched to closest stream model (Manual Review)
58228,1801569,NA,BULK,NA,NA
58229,1803183,NA,BULK,NA,NA
58230,1802261,NA,BULK,NA,NA
58231,1802262,NA,BULK,NA,NA
58232,1804392,NA,BULK,NA,NA
58233,1804387,NA,BULK,NA,NA
58234,1800007,NA,BULK,NA,NA
58235,1800833,NA,BULK,NJO,Matched to closest stream model (Manual Review)
58236,1802938,NA,BULK,NA,NA
58237,1800832,NA,BULK,NA,NA
58238,1802971,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58239,1800144,NA,BULK,NJO,Matched to closest stream model (Manual Review)
58240,NA,NA,BULK,NA,NA
58241,1800644,NA,BULK,NA,NA
58242,1802965,NA,BULK,NA,NA
58243,1802969,NA,BULK,NA,NA
58244,1800731,NA,BULK,NA,NA
58245,NA,17041526,BULK,NA,NA
58246,1802922,NA,BULK,NA,NA
58247,1801501,NA,BULK,NA,NA
58248,1801492,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58249,1801491,NA,BULK,NA,NA
58250,1801479,NA,BULK,NA,NA
58251,NA,NA,BULK,NA,NA
58252,1800740,NA,BULK,NA,NA
58253,1801494,NA,BULK,NA,NA
58254,1800734,NA,BULK,NA,NA
58255,NA,NA,BULK,NJO,Not on a mapped stream
58256,1800139,NA,BULK,NA,NA
58257,1806028,NA,BULK,NJO,Matched to closest stream model (Manual Review)
58258,1800143,NA,BULK,NJO,Matched to closest stream model (Manual Review)
58259,1802702,NA,BULK,NA,NA
58260,1800012,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58261,1800010,NA,BULK,NA,NA
58262,1801576,NA,BULK,NA,NA
58263,1801500,NA,BULK,NA,NA
58264,NA,NA,BULK,NA,NA
58265,NA,17084892,BULK,NA,NA
58266,1802928,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58267,1802929,NA,BULK,NA,NA
58268,1801517,NA,BULK,NA,NA
58269,1802930,NA,BULK,NA,NA
58270,1801504,NA,BULK,NA,NA
58271,1802927,NA,BULK,NA,NA
58272,1802937,NA,BULK,NA,NA
58273,1804391,NA,BULK,NA,NA
58274,1804386,NA,BULK,NJO,Matched to closest stream model (Manual Review)
58275,1804389,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58276,1804388,NA,BULK,NJO,Matched to closest stream model (Manual Review)
58277,1806021,NA,BULK,NA,NA
58278,NA,NA,BULK,NJO,Not on a mapped stream
58279,1806019,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58280,NA,NA,BULK,NA,NA
58281,1802359,NA,BULK,NA,NA
58282,1802294,NA,BULK,NA,NA
58283,1802292,NA,BULK,NA,NA
58284,1801637,NA,BULK,NA,NA
58285,1801606,NA,BULK,NA,NA
58286,NA,17032117,BULK,NA,NA
58287,1800013,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58288,1800819,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58289,1800819,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58290,1802943,NA,BULK,NA,NA
58291,1802942,NA,BULK,NA,NA
58292,1800014,NA,BULK,NA,NA
58293,1800015,NA,BULK,NA,NA
58294,1802976,NA,BULK,NA,NA
58295,1803715,NA,BULK,NA,NA
58296,1804147,NA,BULK,NJO,Matched to closest stream model (Manual Review)
58297,1804149,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58298,1805197,NA,BULK,NA,NA
58299,1805234,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58300,1805209,NA,BULK,NA,NA
58301,1805212,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58302,NA,NA,BULK,NA,NA
58303,1805205,NA,BULK,NA,NA
58304,1805199,NA,BULK,NA,NA
58305,1805237,NA,BULK,NA,NA
58306,1805215,NA,BULK,NA,NA
58307,1803902,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58308,1805228,NA,BULK,NA,NA
58309,1805230,NA,BULK,NA,NA
58310,1805214,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58311,1805204,NA,BULK,NA,NA
58312,1805225,NA,BULK,NJO,Matched to closest stream model (Manual Review)
58313,1805238,NA,BULK,NA,NA
58314,NA,17032152,BULK,NA,NA
58315,24704543,NA,BULK,NA,NA
58316,1804829,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58317,1804744,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58318,1804743,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58319,1804828,NA,BULK,NA,NA
58320,NA,NA,BULK,NJO,not on a matched stream
58321,1804144,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58322,1801538,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58323,1801538,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58324,24703644,NA,BULK,NA,NA
58325,1804859,NA,BULK,NJO,Matched to closest stream model (Manual Review)
58326,1804860,NA,BULK,NA,NA
58327,1804858,NA,BULK,NJO,Matched to closest stream model (Manual Review)
58328,1805236,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58329,1805235,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58330,1805231,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58331,1805210,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58332,1805198,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58333,1803965,NA,BULK,NA,NA
58334,NA,NA,BULK,NA,NA
58335,1803867,NA,BULK,NA,NA
58336,1803868,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58337,1803870,NA,BULK,NA,NA
58338,1803871,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58339,1802367,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58340,NA,NA,BULK,NA,NA
58341,NA,NA,BULK,NA,NA
58342,1803222,NA,BULK,NA,NA
58343,NA,17038874,BULK,NA,NA
58344,1803217,NA,BULK,NJO,Matched to closest stream model (Manual Review)
58345,NA,17038874,BULK,NA,NA
58346,NA,NA,BULK,NA,NA
58347,1801870,NA,BULK,NJO,Matched to closest stream model (Manual Review)
58348,NA,NA,BULK,NA,NA
58349,NA,17084892,BULK,NA,NA
58350,1800495,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58351,NA,17082999,BULK,NA,NA
58352,1800505,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58353,1800507,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58354,1802206,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58355,NA,NA,BULK,NA,NA
58356,1801029,NA,BULK,NA,NA
58357,1801030,NA,BULK,NA,NA
58358,1803179,NA,BULK,NJO,Matched to closest stream model (Manual Review)
58359,24703642,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58360,1802901,NA,BULK,NA,NA
58361,1802873,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58362,1800338,NA,BULK,NA,NA
58363,24703640,NA,BULK,NA,NA
58364,1802962,NA,BULK,NA,NA
58365,1800337,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
58366,1800118,NA,BULK,NA,NA
58367,NA,17040724,BULK,NA,NA
58368,1802902,NA,BULK,NJO,Matched to closest stream model (Manual Review)
58369,1802904,NA,BULK,NA,NA
58370,1802897,NA,BULK,NA,NA
60427,24706658,NA,ELKR,NA,NA
60428,4606437,NA,ELKR,NA,NA
60429,4606439,NA,ELKR,NA,NA
60430,4606438,NA,ELKR,NA,NA
61220,4600123,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
61238,4606543,NA,ELKR,NA,NA
61239,4607599,NA,ELKR,NA,NA
61240,4606524,NA,ELKR,NA,NA
61486,NA,NA,ELKR,NA,NA
61487,4600729,NA,ELKR,NJO,Matched to closest stream model (Manual Review)
61488,4600756,NA,ELKR,NJO,Matched to closest stream model (Manual Review)
61489,4600201,NA,ELKR,NA,NA
61491,4600242,NA,ELKR,NA,NA
61492,4600204,NA,ELKR,NA,NA
61493,4600206,NA,ELKR,NA,NA
61494,24706509,NA,ELKR,NA,NA
61495,4600240,NA,ELKR,NA,NA
61496,24706538,NA,ELKR,NA,NA
61497,24706508,NA,ELKR,NA,NA
61498,4600229,NA,ELKR,NA,NA
61499,4600234,NA,ELKR,NJO,Matched to closest stream model (Manual Review)
61500,24706496,NA,ELKR,NA,NA
61501,4600161,NA,ELKR,NJO,Matched to closest stream model (Manual Review)
61503,24706513,NA,ELKR,NA,NA
61504,24706507,NA,ELKR,NA,NA
61513,4600215,NA,ELKR,NA,NA
61514,NA,NA,ELKR,NJO,Not on a mapped stream
61515,4605253,NA,ELKR,NA,NA
61516,NA,706822352,ELKR,NA,NA
61517,4605249,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
61518,4605251,NA,ELKR,NA,NA
61519,4603124,NA,ELKR,NA,NA
61520,4600601,NA,ELKR,NA,NA
61521,NA,706822040,ELKR,NA,NA
61522,4600602,NA,ELKR,NA,NA
61523,4600600,NA,ELKR,NA,NA
61524,NA,706821771,ELKR,NA,NA
61525,4600599,NA,ELKR,NA,NA
61526,4603147,NA,ELKR,NA,NA
61527,4605740,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
61528,NA,706822185,ELKR,NA,NA
61529,NA,706822185,ELKR,NA,NA
61530,NA,NA,ELKR,NJO,Not on a mapped stream
61531,4605820,NA,ELKR,NA,NA
61602,4605384,NA,ELKR,NA,NA
61603,4605390,NA,ELKR,NA,NA
61604,4605387,NA,ELKR,NA,NA
61605,4605386,NA,ELKR,NA,NA
61606,NA,NA,ELKR,NA,NA
61607,4605314,NA,ELKR,NA,NA
61608,4605389,NA,ELKR,NA,NA
61609,4605289,NA,ELKR,NA,NA
61610,NA,706819142,ELKR,NA,NA
61611,4605287,NA,ELKR,NA,NA
61612,4605287,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
61613,4605286,NA,ELKR,NA,NA
61614,4605288,NA,ELKR,NA,NA
61615,4605776,NA,ELKR,NA,NA
61616,24706679,NA,ELKR,NA,NA
61617,4606315,NA,ELKR,NA,NA
61618,NA,706819916,ELKR,NA,NA
61619,4605425,NA,ELKR,NA,NA
61620,4606324,NA,ELKR,NA,NA
61621,4605423,NA,ELKR,NA,NA
61622,4606317,NA,ELKR,NA,NA
61623,24706530,NA,ELKR,NA,NA
61624,NA,NA,ELKR,NA,NA
61625,4606059,NA,ELKR,NA,NA
61626,4607160,NA,ELKR,NA,NA
61627,4606318,NA,ELKR,NA,NA
61628,4605219,NA,ELKR,NA,NA
61629,4605960,NA,ELKR,NA,NA
61630,4606313,NA,ELKR,NA,NA
61631,4605311,NA,ELKR,NA,NA
61632,4605307,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
61633,4605312,NA,ELKR,NA,NA
61634,4605312,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
61635,4605969,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
61636,4600224,NA,ELKR,NA,NA
61637,4603318,NA,ELKR,NA,NA
62120,4607457,NA,ELKR,NA,NA
62121,4607459,NA,ELKR,NA,NA
62122,4607466,NA,ELKR,NA,NA
62123,4606968,NA,ELKR,NA,NA
62124,NA,706849740,ELKR,NA,NA
62125,NA,NA,ELKR,NA,NA
62126,NA,NA,ELKR,NA,NA
62127,NA,NA,ELKR,NA,NA
62128,4606186,NA,ELKR,NA,NA
62129,4606215,NA,ELKR,NA,NA
62130,NA,NA,ELKR,NA,NA
62131,NA,NA,ELKR,NA,NA
62132,NA,NA,ELKR,NA,NA
62133,NA,NA,ELKR,NA,NA
62134,24706669,NA,ELKR,NA,NA
62135,24706670,NA,ELKR,NA,NA
62136,4602570,NA,ELKR,NA,NA
62137,4607561,NA,ELKR,NJO,Matched to closest stream model (Manual Review)
62138,4601677,NA,ELKR,NA,NA
62139,4602118,NA,ELKR,NJO,Matched to closest stream model (Manual Review)
62140,4602558,NA,ELKR,NA,NA
62141,NA,NA,ELKR,NA,NA
62142,NA,706849632,ELKR,NA,NA
62143,4602604,NA,ELKR,NJO,Matched to closest stream model (Manual Review)
62144,4602579,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
62145,4605746,NA,ELKR,NA,NA
62146,4606489,NA,ELKR,NA,NA
62147,24700389,NA,ELKR,NA,NA
62148,4606499,NA,ELKR,NA,NA
62149,4602568,NA,ELKR,NA,NA
62150,NA,706849390,ELKR,NA,NA
62151,4601684,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
62152,4605278,NA,ELKR,NA,NA
62153,NA,NA,ELKR,NA,NA
62154,4605271,NA,ELKR,NA,NA
62155,4600291,NA,ELKR,NA,NA
62156,4605615,NA,ELKR,NA,NA
62157,NA,NA,ELKR,NA,NA
62158,4605282,NA,ELKR,NA,NA
62159,24706510,NA,ELKR,NA,NA
62161,NA,706817162,ELKR,NA,NA
62162,4600221,NA,ELKR,NA,NA
62163,4600220,NA,ELKR,NA,NA
62164,NA,NA,ELKR,NA,NA
62165,4603109,NA,ELKR,NA,NA
62166,4603107,NA,ELKR,NA,NA
62167,4600155,NA,ELKR,NA,NA
62168,4600222,NA,ELKR,NA,NA
62169,4600219,NA,ELKR,NA,NA
62170,4602267,NA,ELKR,NA,NA
62172,24706636,NA,ELKR,NJO,Matched to closest stream model (Manual Review)
62173,24706506,NA,ELKR,NA,NA
62174,NA,NA,ELKR,NA,NA
62175,NA,NA,ELKR,NA,NA
62176,24706685,NA,ELKR,NJO,Matched to closest stream model (Manual Review)
62178,NA,NA,ELKR,NA,NA
62179,NA,NA,ELKR,NA,NA
62180,4600217,NA,ELKR,NA,NA
62181,4606699,NA,ELKR,NA,NA
62182,4600284,NA,ELKR,NA,NA
62183,24706656,NA,ELKR,NA,NA
62184,NA,NA,ELKR,NA,NA
62186,NA,NA,ELKR,NA,NA
62187,NA,NA,ELKR,NA,NA
62220,4606961,NA,ELKR,NA,NA
62221,NA,NA,ELKR,NA,NA
62222,NA,NA,ELKR,NA,NA
62223,4605662,NA,ELKR,NA,NA
62224,4605650,NA,ELKR,NA,NA
62225,4605682,NA,ELKR,NA,NA
62226,NA,706802531,ELKR,NA,NA
62227,4606960,NA,ELKR,NA,NA
62228,4605680,NA,ELKR,NA,NA
62229,4606961,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
62230,4605706,NA,ELKR,NA,NA
62231,4605716,NA,ELKR,NA,NA
62232,4605711,NA,ELKR,NA,NA
62233,NA,NA,ELKR,NA,NA
62234,NA,NA,ELKR,NA,NA
62235,4605678,NA,ELKR,NA,NA
62236,4605692,NA,ELKR,NA,NA
62237,4605717,NA,ELKR,NA,NA
62238,NA,NA,ELKR,NA,NA
62239,4605674,NA,ELKR,NA,NA
62240,4605682,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
62241,NA,NA,ELKR,NA,NA
62242,NA,NA,ELKR,NA,NA
62243,NA,706802481,ELKR,NA,NA
62244,4605728,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
62245,NA,NA,ELKR,NA,NA
62246,NA,NA,ELKR,NA,NA
62247,4605680,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
62248,NA,NA,ELKR,NA,NA
62249,4605684,NA,ELKR,NA,NA
62250,4605659,NA,ELKR,NA,NA
62251,NA,706802481,ELKR,NA,NA
62252,4605719,NA,ELKR,NA,NA
62253,4605672,NA,ELKR,NA,NA
62254,4605642,NA,ELKR,NA,NA
62255,NA,NA,ELKR,NA,NA
62256,NA,NA,ELKR,NA,NA
62257,4605638,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
62258,4605638,NA,ELKR,NA,NA
62259,4605666,NA,ELKR,NA,NA
62260,4605665,NA,ELKR,NA,NA
62261,NA,NA,ELKR,NA,NA
62262,4605729,NA,ELKR,NA,NA
62263,NA,NA,ELKR,NA,NA
62264,NA,NA,ELKR,NA,NA
62265,4605664,NA,ELKR,NA,NA
62266,NA,NA,ELKR,NA,NA
62267,4605677,NA,ELKR,NA,NA
62268,NA,NA,ELKR,NA,NA
62269,4605637,NA,ELKR,NA,NA
62270,NA,NA,ELKR,NA,NA
62271,4605645,NA,ELKR,NA,NA
62272,NA,NA,ELKR,NA,NA
62273,NA,NA,ELKR,NA,NA
62274,4603075,NA,ELKR,NA,NA
62275,4605640,NA,ELKR,NA,NA
62276,4605667,NA,ELKR,NA,NA
62277,4605641,NA,ELKR,NA,NA
62278,4605681,NA,ELKR,NA,NA
62279,NA,NA,ELKR,NA,NA
62281,4605703,NA,ELKR,NA,NA
62282,4605690,NA,ELKR,NA,NA
62283,NA,706804807,ELKR,NA,NA
62284,4605694,NA,ELKR,NA,NA
62285,NA,NA,ELKR,NA,NA
62286,NA,NA,ELKR,NA,NA
62287,4605699,NA,ELKR,NA,NA
62288,4605726,NA,ELKR,NA,NA
62289,4600065,NA,ELKR,NA,NA
62290,24706657,NA,ELKR,NJO,Matched to closest stream model (Manual Review)
62291,4605718,NA,ELKR,NA,NA
62292,4605319,NA,ELKR,NA,NA
62293,4605322,NA,ELKR,NA,NA
62294,4605318,NA,ELKR,NA,NA
62295,NA,NA,ELKR,NA,NA
62296,NA,NA,ELKR,NA,NA
62297,NA,NA,ELKR,NA,NA
62298,NA,NA,ELKR,NA,NA
62299,NA,NA,ELKR,NA,NA
62300,4605323,NA,ELKR,NA,NA
62301,4605316,NA,ELKR,NA,NA
62302,NA,NA,ELKR,NJO,Not on a mapped stream
62303,NA,706806743,ELKR,NA,NA
62304,NA,NA,ELKR,NA,NA
62305,NA,NA,ELKR,NA,NA
62306,NA,NA,ELKR,NA,NA
62307,4605317,NA,ELKR,NA,NA
62408,4606761,NA,ELKR,NJO,Matched to closest stream model (Manual Review)
62409,NA,NA,ELKR,NA,NA
62410,4603096,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
62411,4603085,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
62412,4602993,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
62413,4603095,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
62414,4600581,NA,ELKR,NA,NA
62415,4603002,NA,ELKR,NA,NA
62416,4600504,NA,ELKR,NA,NA
62417,4602963,NA,ELKR,NA,NA
62418,4602980,NA,ELKR,NJO,Matched to closest stream model (Manual Review)
62419,24707142,NA,ELKR,NA,NA
62420,NA,706829680,ELKR,NA,NA
62421,4602266,NA,ELKR,NA,NA
62422,4602883,NA,ELKR,NA,NA
62423,4601130,NA,ELKR,NA,NA
62424,4605607,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
62425,NA,706829482,ELKR,NA,NA
62426,NA,706829410,ELKR,NA,Unsure Review
62427,4606419,NA,ELKR,NA,NA
62428,4606417,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
62429,NA,706829220,ELKR,NA,Unsure Review
62430,4601164,NA,ELKR,NA,NA
62431,4607410,NA,ELKR,NJO,Matched to closest stream model (Manual Review)
62432,NA,706830380,ELKR,NA,NA
62433,4602294,NA,ELKR,NA,NA
62434,4601140,NA,ELKR,NA,NA
