observation_key,exclude,release,reviewer_name,review_date,source_1,source_2,notes
 b36c5dc397,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 b82f5f67f7,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 badf762fd9,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 ce073e58ad,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 cfa2234828,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 d0ec565241,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 d751488966,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 e1eee7ddb5,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 13cb847104,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 018bb2c291,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 060b47d064,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 16f415cb38,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 1828874d99,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 185aeb6e51,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
2138364506,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 30eb7ebcfd,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 674a7123d7,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 905d3d5ae9,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 91ab3d391f,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 9891043fdf,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 af3502d3e4,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 b897ff623c,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 c0e2a3217f,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 c35463c86a,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 ca93917c9d,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 d40cf1067c,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 e2d2fab509,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 eff0689a0a,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 0c71898d94,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 da6fa90b5e,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 cbba797024,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 7de0d3b654,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 fcbffd682c,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 09686776f7,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 098e1142aa,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 0e58097971,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 120968f5ab,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 3f58472d75,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 3f60960f75,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 40f6bd343d,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 5475d163d8,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 5ada8c32c8,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 86183b9a85,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 87b337a2ee,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 9d6bb2627c,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 ab812e4870,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 b200028952,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 ba385548ad,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 ca1208880a,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 ce8c5a12b0,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 d9fa7b55a4,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 db83384976,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 ddc697328e,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 e4a6f89790,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 ee3274b280,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 eee78cdb5d,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 f89d12af51,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 9ab60ff3a3,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 bf9c93f962,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 db2c3ecb60,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 3c2fcc772b,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 57e0c3f7d7,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 955f9518c6,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 a95ce2dbe2,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 052b6ab0b7,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 114f2f40cb,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 2c5b059d77,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 2c62728103,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 34d059fb4e,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 351781090d,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 3881e07f97,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 393ce65b7b,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 3aa3224292,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 47c64617cd,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 55b7ab3b6f,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 55c5c9c52d,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 5bba91246e,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 5e369c8193,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 728d917629,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 762f499743,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 889889255c,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 8a633dc012,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 96c4d40f73,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 997639310d,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 9e27e10c71,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 9f81a4795e,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 aa9f99951d,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 c65c712612,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 c8725bde0b,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 da8c6f236f,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 e3fb6cdfa2,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 e43ebee556,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 ebf6a847de,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 7a29bb9d10,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 a418e8c557,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
 acbf0a2218,t,,SN,2025-12-23,https://publications.gc.ca/collections/collection_2014/mpo-dfo/Fs97-4-1985-eng.pdf,,source report is regarding releases. Some sites valid but data is not appropriate for barrier modelling without further checks
