waterbody_poly_id
123101423
700019326
76047419
120059440
92051133
76047009
700186392
710012447
154083871
700189132
93077459
158082150
149096928
700003424
710004824
710004798
710012387
91074722
120059507
120059456
244071512
158082148
59143829
700075116
59143739
149096941
710002604
120059414
154082735
124070891
141085626
93077471
17108627
137073144
93077546
700193232
700004499
120059445
139079274
92051260
93077489
93077463
127025231
4089034
93077433
194055357
710002597
93077469
83098127
710012391
127025246
120059525
120060905
92051093
93077620
59143804
700173358
700019284
700010087
710019262
82083477
149096901
93077431
710005796
96067019
700237114
88110650
158082186
244071508
127025201
700048444
710019259
82083448
139079269
710010293
154082712
72060182
120059535
93077429
710020845
150062832
710011842
705020866
59143746
700003425
700036943
194055338
158082157
76046995
3059335
710020344
194055350
149096914
149096868
181081405
153016279
197033378
710010310
154082794
72060109
700201557
149096884
88110652
710004806
700204077
194055337
194055354
700093268
137073165
245063854
92051167
120059429
92051242
17108621
216049011
710012404
93077444
232041821
87084286
92051059
92051192
141085624
76046962
120059464
700037028
59143803
710000007
93077462
120059506
3059349
206110551
710000001
93077534
154082729
232041743
710020350
92051152
82083447
80047267
120059410
710019279
158082149
700113298
93077453
700091052
120059799
127025204
149096949
92051058
123101387
700093244
127026083
700093205
76046973
88110647
700004498
127025322
59143767
710000000
232041798
120059442
710004801
154082748
700120977
120059406
120059484
710002591
76046963
120059763
123101512
93077437
201097924
88110648
93077491
76046964
700036957
239077227
141085615
700189140
162156308
92051063
710014238
137073148
79073646
76046981
700189133
120060788
120060028
710010301
245063857
710006527
710012400
79073651
710020842
92051074
147080798
120059411
239077258
120059605
154082708
700141691
93077434
120059573
92051051
92051049
150062835
710000049
710020329
123101403
127025502
92051149
93077441
120060371
93077445
76046966
3059325
59143734
127025198
194055334
700186391
92051188
700075117
92051251
181081409
120061057
93077428
162156307
149097102
158082160
179071169
710011835
154082767
705020302
154082736
700082404
120059467
244071503
150063895
109007916
93077618
710004802
154082771
710014237
710019258
194055336
127025251
700207584
83098143
700048425
93077490
710002595
710004799
92051075
4089053
93077421
84084666
93077473
710000002
194055382
154082716
92051032
92051090
4089037
710005349
120059402
76047020
700036964
710014243
710012388
181081402
700111132
158082218
154082718
4089044
120059495
120059423
181081424
229089730
3059338
141085639
154083117
700238926
92051052
245063860
83098118
93077446
120059710
92051050
76047196
149096913
59143784
93077531
700093203
700008167
88110708
710004827
700075123
93077482
4090287
82083451
710019257
