falls_name,height,barrier_ind,blue_line_key,downstream_route_measure,watershed_group_code,reviewer_name,review_date,source,notes
Bonnington Falls,,t,356570348,22292,KOTL,SN,2023-08-11,Wikipedia/CABD,Historic falls restricting salmon from Kootenay Lake and upstream
