blue_line_key,downstream_route_measure,upstream_route_measure,watershed_group_code,species_code,spawning,rearing,reviewer_name,review_date,source,notes
356366321,0,1030,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356385867,0,208,ELKR,WCT,1,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356392414,0,170,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356397040,0,314,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356404889,0,15,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356413411,0,169,ELKR,WCT,1,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356429145,0,507,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356435249,0,781,ELKR,WCT,1,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356437224,0,186,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356437318,0,139,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356448507,0,237,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356448507,237,416,ELKR,WCT,,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356461890,0,81,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356461951,0,13,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356463596,0,41,ELKR,WCT,1,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356466128,0,559,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356467318,0,266,ELKR,WCT,,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356473826,0,599,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356475042,0,842,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356475042,0,469,ELKR,WCT,,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356480727,0,397,ELKR,WCT,,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356480727,0,581,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356482501,0,58,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356483055,0,149,ELKR,WCT,1,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356484547,0,278,ELKR,WCT,,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356495329,0,284,ELKR,WCT,,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356495329,0,318,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356496743,0,176,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356499022,0,238,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356502702,0,390,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356504427,0,224,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356507053,0,274,ELKR,WCT,,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356507632,0,216,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356514573,0,577,ELKR,WCT,,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356514573,0,416,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356515145,0,13,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356523091,0,186,ELKR,WCT,,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356523091,0,190,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356523299,0,236,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356526907,0,561,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356531860,0,493,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356532707,0,199,ELKR,WCT,1,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356532896,0,133,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356534055,0,247,ELKR,WCT,,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356538015,0,181,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356538184,0,8,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356538229,0,232,ELKR,WCT,1,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356540755,0,26,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356541706,0,327,ELKR,WCT,,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356543731,0,511,ELKR,WCT,,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356543731,0,667,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356545552,0,139,ELKR,WCT,1,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356551347,0,197,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356551760,0,243,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356551760,0,200,ELKR,WCT,,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356551971,0,144,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356552574,0,166,ELKR,WCT,,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356553530,0,123,ELKR,WCT,1,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356554046,0,356,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356554901,0,817,ELKR,WCT,,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356554901,0,606,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356557001,0,211,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
354147881,0,2821,BRKS,CM,1,,TMK,2022-08-29,spawning_vimi(PSF),
356557661,0,581,ELKR,WCT,1,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356558982,0,979,ELKR,WCT,1,,NJO,2021-01-01,Upper Fording River Teck Assessment,
356560689,0,584,ELKR,WCT,1,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356562540,0,314,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356563823,0,186,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356563941,0,1276,ELKR,WCT,1,,NJO,2021-01-01,Upper Fording River Teck Assessment,
356563941,468,1276,ELKR,WCT,,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356566533,0,611,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356568903,22053,24304,ELKR,WCT,,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356568903,23057,27692,ELKR,WCT,1,,NJO,2021-01-01,Upper Fording River Teck Assessment,
356568903,25269,27911,ELKR,WCT,,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356568903,29378,30209,ELKR,WCT,1,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356568903,30782,32555,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356568903,31823,32548,ELKR,WCT,,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356568903,32635,34288,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356568903,34710,36553,ELKR,WCT,,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356568903,34710,37961,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356568903,36955,37961,ELKR,WCT,,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356568903,38496,38926,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356568903,38992,40067,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356568903,41389,49974,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356568903,42130,44695,ELKR,WCT,,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356568903,45544,46287,ELKR,WCT,,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356568903,46416,47503,ELKR,WCT,,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356568903,49323,49974,ELKR,WCT,,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356568903,51920,52272,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356568903,52441,52897,ELKR,WCT,,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356568903,54256,55234,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356568903,55612,61351,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356568903,57513,59084,ELKR,WCT,,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356568903,59716,60772,ELKR,WCT,,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356568903,61486,62151,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356568903,62287,67056,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356568903,68296,69483,ELKR,WCT,,1,KO,2021-01-01,Upper Fording River Teck Assessment,
356568903,68296,68938,ELKR,WCT,1,,KO,2021-01-01,Upper Fording River Teck Assessment,
356006372,0,630,HORS,CH,-1,-1,NMW,2021-01-01,Local knowledge Horsefly WCRP planning team,
356006372,0,630,HORS,CO,-1,-1,NMW,2021-01-01,Local knowledge Horsefly WCRP planning team,
356006372,0,630,HORS,SK,-1,-1,NMW,2021-01-01,Local knowledge Horsefly WCRP planning team,
356033287,0,930,HORS,CH,-1,-1,NMW,2021-01-01,DWB field assessment,
356033287,0,930,HORS,CO,-1,-1,NMW,2021-01-01,DWB field assessment,
356033287,0,930,HORS,SK,-1,-1,NMW,2021-01-01,DWB field assessment,
356083394,0,56,HORS,CH,,1,SH,2021-01-01,CWF WCRP,Side channel temporary refuge
356083394,0,56,HORS,CO,,1,SH,2021-01-01,CWF WCRP,Side channel temporary refuge
356127158,0,1619,HORS,CH,-1,-1,NMW,2021-01-01,Local knowledge Horsefly WCRP planning team,
356127158,0,1619,HORS,CO,-1,-1,NMW,2021-01-01,Local knowledge Horsefly WCRP planning team,
356127158,0,1619,HORS,SK,-1,-1,NMW,2021-01-01,Local knowledge Horsefly WCRP planning team,
356186699,0,621,HORS,CH,-1,-1,NMW,2021-01-01,Local knowledge Horsefly WCRP planning team,
356186699,0,621,HORS,CO,-1,-1,NMW,2021-01-01,Local knowledge Horsefly WCRP planning team,
356186699,0,621,HORS,SK,-1,-1,NMW,2021-01-01,Local knowledge Horsefly WCRP planning team,
356190892,0,2830,HORS,CH,-1,-1,NMW,2021-01-01,Local knowledge Horsefly WCRP planning team,
356190892,0,2830,HORS,CO,-1,-1,NMW,2021-01-01,Local knowledge Horsefly WCRP planning team,
356190892,0,2830,HORS,SK,-1,-1,NMW,2021-01-01,Local knowledge Horsefly WCRP planning team,
356191395,0,2866,HORS,CH,-1,-1,NMW,2021-01-01,DWB field assessment,
356191395,0,2866,HORS,CO,-1,-1,NMW,2021-01-01,DWB field assessment,
356191395,0,2866,HORS,SK,-1,-1,NMW,2021-01-01,DWB field assessment,
356208960,22,787,HORS,CH,,1,SH,2021-01-01,CWF WCRP,Sidechannel
356208960,22,787,HORS,CO,,1,SH,2021-01-01,CWF WCRP,Sidechannel
356216072,19,269,HORS,CH,,1,SH,2021-01-01,CWF WCRP,Side channel temporary refuge
356216072,19,269,HORS,CO,,1,SH,2021-01-01,CWF WCRP,Side channel temporary refuge
356219090,0,5088,HORS,CH,-1,-1,NMW,2021-01-01,Local knowledge Horsefly WCRP planning team,
356219090,0,5088,HORS,CO,-1,-1,NMW,2021-01-01,Local knowledge Horsefly WCRP planning team,
356219090,0,5088,HORS,SK,-1,-1,NMW,2021-01-01,Local knowledge Horsefly WCRP planning team,
356220138,19,1431,HORS,CH,,1,SH,2021-01-01,CWF WCRP,Wilmot Cr
356237874,28,475,HORS,CH,,1,SH,2021-01-01,CWF WCRP,Small tribs between Woodjam Cr & Kroener Cr
356237874,28,475,HORS,CO,,1,SH,2021-01-01,CWF WCRP,Small tribs between Woodjam Cr & Kroener Cr
354148655,0,5459,BRKS,CM,1,,TMK,2022-08-29,spawning_vimi(PSF),
356240390,0,914,HORS,CH,-1,-1,NMW,2021-01-01,Local knowledge Horsefly WCRP planning team,
356240390,0,914,HORS,CO,-1,-1,NMW,2021-01-01,Local knowledge Horsefly WCRP planning team,
356240390,0,914,HORS,SK,-1,-1,NMW,2021-01-01,Local knowledge Horsefly WCRP planning team,
356254011,17,458,HORS,CH,,1,SH,2021-01-01,CWF WCRP,Vedder Cr
356254011,17,458,HORS,CO,,1,SH,2021-01-01,CWF WCRP,Vedder Cr
356284960,383,1048,HORS,CO,,-1,SH,2021-01-01,CWF WCRP,Very doubtful
356285424,194,778,HORS,CO,,-1,SH,2021-01-01,CWF WCRP,"Molybdenite Creek - no record of salmon here, poor habitat"
356286838,380,3804,HORS,CO,-1,-1,SH,2021-01-01,CWF WCRP,Tisdall Lake inlet
356292307,45,510,HORS,CH,,1,SH,2021-01-01,CWF WCRP,Green Lake outlet
356294881,335,1524,HORS,CH,-1,-1,NMW,2021-01-01,DWB field assessment,
356294881,335,1524,HORS,CO,-1,-1,NMW,2021-01-01,DWB field assessment,
356294881,335,1524,HORS,SK,-1,-1,NMW,2021-01-01,DWB field assessment,
356310492,24,6023,HORS,CH,,1,SH,2021-01-01,CWF WCRP,Deerhorn Cr
356311373,4345,7422,HORS,CH,-1,-1,NMW,2021-01-01,DWB field assessment,
356311373,4345,7422,HORS,CO,-1,-1,NMW,2021-01-01,DWB field assessment,
356311373,4345,7422,HORS,SK,-1,-1,NMW,2021-01-01,DWB field assessment,
356316824,22,241,HORS,CH,,1,SH,2021-01-01,CWF WCRP,Harper's Cr
356316824,22,241,HORS,CO,,1,SH,2021-01-01,CWF WCRP,Harper's Cr
356317730,44,2087,HORS,CH,1,1,SH,2021-01-01,CWF WCRP,Black Cr potential habitat
356317730,964,2087,HORS,CO,1,1,SH,2021-01-01,CWF WCRP,Black Cr potential habitat
356318365,0,3109,HORS,CH,-1,-1,NMW,2021-01-01,Local knowledge Horsefly WCRP planning team,
356318365,0,3109,HORS,CO,-1,-1,NMW,2021-01-01,Local knowledge Horsefly WCRP planning team,
356318365,0,3109,HORS,SK,-1,-1,NMW,2021-01-01,Local knowledge Horsefly WCRP planning team,
356322746,0,1159,HORS,CH,-1,-1,NMW,2021-01-01,Local knowledge Horsefly WCRP planning team,
356322746,0,1159,HORS,CO,-1,-1,NMW,2021-01-01,Local knowledge Horsefly WCRP planning team,
356322746,0,1159,HORS,SK,-1,-1,NMW,2021-01-01,Local knowledge Horsefly WCRP planning team,
356328230,36,1062,HORS,CH,-1,,SH,2021-01-01,CWF WCRP,Woodjam Cr
356328230,36,1062,HORS,CO,-1,,SH,2021-01-01,CWF WCRP,Woodjam Cr
356328230,1072,15006,HORS,CH,,1,SH,2021-01-01,CWF WCRP,Woodjam Cr
356333908,19,597,HORS,CH,,1,SH,2021-01-01,CWF WCRP,Kroener Cr
356333908,19,597,HORS,CO,,1,SH,2021-01-01,CWF WCRP,Kroener Cr
356334078,0,494,HORS,CH,,1,SH,2021-01-01,CWF WCRP,Deerhorn tributary
356342278,132,492,HORS,CH,,1,SH,2021-01-01,CWF WCRP,Deerhorn tributary
356342278,492,2548,HORS,CH,,1,SH,2021-01-01,CWF WCRP,Starlike Lake outlet
356342331,24,290,HORS,CH,,1,SH,2021-01-01,CWF WCRP,Sucker Cr - lower
356342331,290,10380,HORS,CO,,-1,SH,2021-01-01,CWF WCRP,Sucker Cr - little to no flow for significant durations. Could remove all.
356342331,5308,16358,HORS,CH,-1,-1,NMW,2021-01-01,Local knowledge Horsefly WCRP planning team,
356342331,5308,16358,HORS,CO,-1,-1,NMW,2021-01-01,Local knowledge Horsefly WCRP planning team,
356342331,5308,16358,HORS,SK,-1,-1,NMW,2021-01-01,Local knowledge Horsefly WCRP planning team,
356343490,18,1171,HORS,SK,1,,SH,2021-01-01,CWF WCRP,Tisdall Cr - potential
356349383,24,1014,HORS,CH,,1,SH,2021-01-01,CWF WCRP,Small tribs between Woodjam Cr & Kroener Cr
356349383,24,833,HORS,CO,,1,SH,2021-01-01,CWF WCRP,Small tribs between Woodjam Cr & Kroener Cr
356353773,3940,7476,HORS,CO,1,,SH,2021-01-01,CWF WCRP,Molybdenite Creek - coho spawning
356353773,4507,7476,HORS,CH,1,,SH,2021-01-01,CWF WCRP,Molybdenite Creek -  potential chinook spawning in lower section
356353773,10468,19360,HORS,CO,-1,-1,SH,2021-01-01,CWF WCRP,"Molybdenite Creek - no record of salmon here, poor habitat"
356354875,1158,2439,HORS,CO,,-1,SH,2021-01-01,CWF WCRP,Woodjam tributary
356355495,66,858,HORS,CH,,1,SH,2021-01-01,CWF WCRP,Side channel temporary refuge
356355495,66,858,HORS,CO,,1,SH,2021-01-01,CWF WCRP,Side channel temporary refuge
356356315,35,4308,HORS,SK,1,,SH,2021-01-01,CWF WCRP,Little Horsefly River
356356315,5718,6832,HORS,SK,-1,,SH,2021-01-01,CWF WCRP,Little Horsefly River
356357017,62,439,HORS,CH,,1,SH,2021-01-01,CWF WCRP,Elbow Lake to McKinley Cr
356357296,4241,14585,HORS,SK,1,,SH,2021-01-01,CWF WCRP,Horsefly R below Rat Cr
356357296,14585,21692,HORS,SK,1,,SH,2021-01-01,CWF WCRP,Horsefly R below Little Horsefly R
356357296,21692,26703,HORS,SK,1,,SH,2021-01-01,CWF WCRP,Horsefly R below Harper's Cr
356357296,26730,27558,HORS,SK,1,,SH,2021-01-01,CWF WCRP,Horsefly R below Moffat Cr
356357296,27558,35092,HORS,SK,1,,SH,2021-01-01,CWF WCRP,Horsefly R below Sucker Cr
356357296,35092,36486,HORS,SK,1,,SH,2021-01-01,CWF WCRP,Horsefly R below Deerhorn Cr
356357296,36486,39290,HORS,SK,1,,SH,2021-01-01,CWF WCRP,"Horsefly R below Woodjam Cr - Potential, limited"
356357296,36891,58226,HORS,CH,-1,,SH,2021-01-01,CWF WCRP,Horsefly R below Tisdall Cr - not spawning habitat
356357296,36891,58226,HORS,CO,-1,,SH,2021-01-01,CWF WCRP,Horsefly R below Tisdall Cr - not spawning habitat
356357296,58226,59427,HORS,SK,1,,SH,2021-01-01,CWF WCRP,"Horsefly R to Tisdall Cr (poor connectivity, possibly in North fork)"
356357296,59427,59621,HORS,SK,1,,SH,2021-01-01,CWF WCRP,Horsefly R below Wilmot Cr(extends d/s in North fork)
356357296,59621,61021,HORS,SK,1,,SH,2021-01-01,CWF WCRP,Horsefly R below Black Cr
356357296,61021,63084,HORS,SK,1,,SH,2021-01-01,CWF WCRP,Horsefly R below McKinley Cr
356357296,63277,66822,HORS,SK,1,,SH,2021-01-01,CWF WCRP,Horsefly R below falls
356358551,14,1549,HORS,CH,,1,SH,2021-01-01,CWF WCRP,Patenaude Cr
356358551,14,1549,HORS,CO,,1,SH,2021-01-01,CWF WCRP,Patenaude Cr
356358551,248,1549,HORS,CO,1,,SH,2021-01-01,CWF WCRP,Patenaude Cr
356361560,21,7085,HORS,SK,1,,SH,2021-01-01,CWF WCRP,Moffat Cr (flow goes in west fork)
356363270,91,966,HORS,CH,,1,SH,2021-01-01,CWF WCRP,Woodjam tributary
356363537,38,4432,HORS,SK,1,,SH,2021-01-01,CWF WCRP,McKinley Cr
356363537,14990,30685,HORS,SK,1,,SH,2021-01-01,CWF WCRP,McKinley Cr
356363537,15151,26749,HORS,CH,,1,SH,2021-01-01,CWF WCRP,McKinley Cr
356363840,60,477,HORS,CH,,1,SH,2021-01-01,CWF WCRP,Rat Cr
356363840,60,335,HORS,CO,,1,SH,2021-01-01,CWF WCRP,Rat Cr
360807210,0,1624,KISP,CM,1,,TMK,2022-06-03,spawning_cm_skeena (PSF),
360832729,0,684,KISP,CM,1,,TMK,2022-06-03,spawning_cm_skeena (PSF),
360842669,22,5412,KISP,CM,1,,TMK,2022-06-03,spawning_cm_skeena (PSF),
360854107,0,1827,KISP,CM,1,,TMK,2022-06-03,spawning_cm_skeena (PSF),
360869584,255,37970,KISP,CM,1,,TMK,2022-06-03,spawning_cm_skeena (PSF),
360872156,0,2871,KISP,CM,1,,TMK,2022-06-03,spawning_cm_skeena (PSF),
360876226,0,1416,KISP,CM,1,,TMK,2022-06-03,spawning_cm_skeena (PSF),
360885864,0,50375,KISP,CM,1,,TMK,2022-06-03,spawning_cm_skeena (PSF),
360885913,0,2548,KISP,CM,1,,TMK,2022-06-03,spawning_cm_skeena (PSF),
360887278,288091,288771,KISP,CM,1,,TMK,2022-06-03,spawning_cm_skeena (PSF),
360887278,329092,329649,KISP,CM,1,,TMK,2022-06-03,spawning_cm_skeena (PSF),
360887278,332592,333486,KISP,CM,1,,TMK,2022-06-03,spawning_cm_skeena (PSF),
360217417,61,181,KLUM,CM,1,,TMK,2022-06-03,spawning_cm_skeena (PSF),
360227936,229,1217,KLUM,CM,1,,TMK,2022-06-03,spawning_cm_skeena (PSF),
360821840,0,1838,KLUM,CM,1,,TMK,2022-06-03,spawning_cm_skeena (PSF),
360860250,0,3487,KLUM,CM,1,,TMK,2022-06-03,spawning_cm_skeena (PSF),
360868790,229,2465,KLUM,CM,1,,TMK,2022-06-03,spawning_cm_skeena (PSF),
360869906,269,1520,KLUM,CM,1,,TMK,2022-06-03,spawning_cm_skeena (PSF),
360881231,0,393,KLUM,CM,1,,TMK,2022-06-03,spawning_cm_skeena (PSF),
360882917,0,1856,KLUM,CM,1,,TMK,2022-06-03,spawning_cm_skeena (PSF),
360883243,200,31116,KLUM,CM,1,,TMK,2022-06-03,spawning_cm_skeena (PSF),
360886024,1319,10175,KLUM,CM,1,,TMK,2022-06-03,spawning_cm_skeena (PSF),
360887278,122285,124633,KLUM,CM,1,,TMK,2022-06-03,spawning_cm_skeena (PSF),
360887278,146579,147407,KLUM,CM,1,,TMK,2022-06-03,spawning_cm_skeena (PSF),
360887278,162944,163363,KLUM,CM,1,,TMK,2022-06-03,spawning_cm_skeena (PSF),
360887278,182077,183738,KLUM,CM,1,,TMK,2022-06-03,spawning_cm_skeena (PSF),
360887278,204953,206304,KLUM,CM,1,,TMK,2022-06-03,spawning_cm_skeena (PSF),
360214265,0,1680,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360225714,0,354,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360225715,0,137,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360227661,0,813,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360227662,0,680,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360227663,0,1014,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360227666,0,844,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360229247,0,577,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360233007,0,435,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360233209,0,216,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360233791,0,371,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360239513,0,555,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360240724,0,728,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360550802,0,283,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360708587,0,573,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360755733,0,31,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360756321,0,221,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360775465,0,20,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360781887,0,2992,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360785233,0,4182,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360805384,406,862,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360815487,0,215,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360829364,0,361,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360835613,0,2140,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360837024,0,1772,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360841750,0,672,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360846169,0,193,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360860569,0,5328,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360864293,0,700,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360866676,0,1600,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360867698,0,1860,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360867921,98,1628,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360868849,0,4012,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360868849,5835,6563,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360868992,0,1438,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360870442,0,1692,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360877620,0,6281,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360881469,228,1821,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360881469,1820,4814,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360882327,0,116,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360885311,0,159,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360885427,0,1324,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360886327,187,2645,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360886670,0,1856,KSHR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360879877,1924,19555,LKEL,CM,1,,TMK,2022-06-03,spawning_cm_skeena (PSF),
360881483,0,6586,LKEL,CM,1,,TMK,2022-06-03,spawning_cm_skeena (PSF),
360216538,2012,2335,LNAR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360218614,12967,14838,LNAR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360219580,155,299,LNAR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360219588,0,2197,LNAR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360221666,176,2147,LNAR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360810915,0,3345,LNAR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360812410,330,600,LNAR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360836218,0,2461,LNAR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360844571,1476,26451,LNAR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360844604,165,2310,LNAR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360860605,0,4664,LNAR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360866765,0,4732,LNAR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360877679,1311,20842,LNAR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
360879549,29,2821,LNAR,CM,1,,TMK,2022-06-03,spawning_cm_nass (PSF),
