misc_barriers_anthropogenic_id,blue_line_key,downstream_route_measure,barrier_type,barrier_name,watershed_group_code,reviewer,notes
1,356334818,3697,WEIR,,LNIC,FINS CONSULTING,0.8m high and 5m wide concrete weir with a concrete foot is impassable to fish. Located 25m u/s of culvert
